restaurant,sentiment,cost,review
thai,neutral,cheap,average average hong kong cuisine theyll favorites like ham sandwiches etc pretty pricey warned
thai,positive,cheap,really nice went party four three us lagging bit traffic still managed take waiter super kind responsive realized little complicated instead relying memory notepad people still dining ready left really good restaurants million options youre guaranteed find something like menu sweet super good big portion sizes appreciate well business run awhile since ive fast accurate service sit friend several times
thai,positive,cheap,delicious portion enough nice super easy pick threw app
thai,positive,cheap,great hands little problem telling wait 3 hours two items steamed dumpling foo young although ended waiting hour delicious
thai,negative,cheap,used least week week ago called 920 pm wanted pickup phone rang rang sounded like somebody picked immediately hung phone called thought maybe perhaps call dropped exact thing happened rang several times sounded like somebody answered call hung phone husband already car less 5 miles away point decided drive person arrived told us grill already cleaned closing early everything see online yelp google etcthey supposed open 10 pm owners older couple really liked always great dont think acceptable treat people like arent going return point alone probably worth 45 star rating service poor owners arent around rated 2 stars update 91319 gave another service terrible changing rating 1 star
thai,positive,cheap,general tso flavorful clean service good servings enough point took bag definitely
thai,negative,cheap,lo mein noodles went super dry like didnt cook anything sure know usually really good soy world wouldnt change fact dry call store wasnt anybody management talk telling happen said tell chef let know third never telling solution problem wouldnt give refund said come store money remake inconvenience let know said going manager call never called asking happen still talking coming didnt know low business cant refund customer money arent happen manager wants tell employees tell horrible customer service wont since customer isnt something want
thai,positive,cheap,lovvveeeee told alll coworkers abou good every made fresh love cant wrong pepper first gave thats ok bc love unsure mixup happened glad sooo flavorful cant stop eating work
thai,positive,cheap,first lots healthy choices including vegan fresh tasty well prepared quiet friendly efficient staff great prices large servings clean vermicelli crispy tofu fresh veggies filling delicious refreshing enough take home vegetable special excellent definite return eating pickup delivery
thai,positive,cheap,really tasty clean service good fast best value price
thai,neutral,cheap,first drinks sold free refills wasnt stated beginning waiter decided crab puffs appetizer best teriyaki orange dinner somewhat chewy flavor brown dry bland flavor lastly numerous flys around table dont know ill coming
thai,positive,cheap,good fast twice dishes good easy parking lot tables always opt take friendly staff
thai,positive,cheap,hit two punch 1 punch service right hook taste yummy love clean dont know cleaning crew something polite feel welcome every thank
thai,positive,cheap,everything pretty good special spicy steamed drop roll feeling likely return
thai,positive,cheap,favorite pickup spot area cheap come ton wanton strongly recommend spot
thai,positive,cheap,tasty great flavor wonton like love add vegetables mushrooms red
thai,negative,cheap,excited good white tastes like tap water hard rock unchewable lo mein flavor disappointed wasting money dinner
thai,positive,cheap,extraordinarily good quick fix great soups world point tasteful extra ingredients take away originality apps downright delish crab puff pan dumpling favorites take delivery havent disappointed ive yet disappointed mongolian entree along appetizers delicious delivery
thai,positive,cheap,first thing first expect real traditional visit special deal awesome less 10 appetizer roll crab puff hs wonton ed bag chips entree quality entrees pretty delicious ive tried veggies black pepper orange curry entrees flavorful slightly greasy looking quick affordable
thai,positive,cheap,wonderful favorite even menu singapore noodles spicy curry ask
thai,positive,cheap,great speedy friendly service good well ill definitely
thai,positive,cheap,bad fast green beans rolls picked pretty decent took 10 minutes cook fresh greasy
thai,positive,cheap,good loved vegetarian selections wish options kids want appease kids like orange rather sweet wont let substitute kid sweet buy extra adult entrees kids want maybe thats strategy
thai,positive,cheap,always fresh theres always healthy portion every weve delivered always highly recommend cravings specially like broccoli brown gravy awesome
thai,negative,cheap,across board service horrible ordering online delivery guy begging tip money charge delivery charge left small tip wanted money delivery guy threw fit called talk manager rude give call manager guess lost customer sucks employees dont deliver cant afford shitty service
thai,positive,cheap,fresh ingredients love wonton spicy always cooked
thai,negative,cheap,terrible experience high reviews two dishes gone bad served us putrid called refund said need drive location present putrid prove chef bad veggie flavor way many great places serving fresh spot run
thai,negative,cheap,ordering easy whoever answered kind sesame kung pao pad thai rolls everything tasted exactly samelike apple cider vinegar believe high reviews gag toddlers wouldnt even rolls asked oldest 5 years old favorite part dinner said hahaha def wont coming youd happier panda express
thai,negative,cheap,decent waiters attentive bug sweet container apologized multiple times
thai,positive,cheap,dont think ive found super great yet good job really enjoyed lots flavor nice portions mind coming
thai,positive,cheap,great reliable fast delivery extremely friendly accommodating highly recommend house special wonton without broccoli dinner combo far best dish red thai curry red thai curry could serve dish china know takeout spicy love
thai,positive,cheap,take since 888 closed gulf gate location favorite dish broccoli tell good bc standard american always dark like cantonese style white canits individual preference overall take american
thai,positive,cheap,favorite restaurants drive thru dine quality love orange rolls
thai,positive,cheap,fresh real white recognizable authentic new favorite
thai,positive,cheap,first today think ive found new take spot general tsos sweet combo arrived piping driver actually called let know otw greatly appreciated delicious rolls crispy packed extra sauces ton strips cute take cartons impressed glad found reasonable prices delicious good customer service something hard find p king
thai,positive,cheap,stopped super cute clean fresh super greasy fresh tasty staff sweet friendly come dinner combos tried mongolian tasty soon
thai,positive,cheap,charming location generous portions amazed taste freshness a1 l4 special general tso drive home immediately opening sealed bag smelled scent brought extreme peace youre area want piping meal satisfy tastethis
thai,positive,cheap,long day intent sometimes need takeout netflix right well plan walked felt like rather dine starving didnt want drive home yet glad service fantastic employees chatty friendly quick helpful could asked clean tvs going inside believe broadcasting sports game andy griffith show love show pleasant surprise enjoyed thing noticed particular id seem lot repeat customers point nice family walked ladies working smiled went give hug saying hadnt seen glad thought sweet least regular meal sesame dinner combo comes several options sides wonton steamed roll along entree realize much price unbeatable amount around 10 huge plate sesame nicely done fresh broccoli good helping flavorful roll side delicious although wonton bit lacking flavor taste wontons particular hardly flavor might drop next everything overall still tasty presented care definitely worth money definitely coming typical americanized fantastic service good quality fyis dine call ahead walk smaller parking lot shared bank seem issue big menu lots optionsby far best deal dinner combos
thai,positive,cheap,great spot looking typical youre looking something thats authentic maybe
thai,positive,cheap,think new located nice community bellaire convenient location live tables chairs outside choose enjoy beautiful day small inside dining area traffic flow sure perfect usually last drop fresh tasty noodles comr along drop greasy enjoyed anyway really good looking good quick fix
thai,negative,cheap,oh cook putrid chop well yes eating today yesterday chop jasmine plate thought beautiful bright fresh veggies included cucumber red peppers lightly pickled carrots daicon could smell wonderful jasmine even lifted lid impressed see 2 porkchops sitting top first ate delicious second stopped minuteim thinking really taste like spoiled bite later gagging spoiled gross disappointment
thai,negative,cheap,garlic lacked much flavor desired asked spicy hoping kick flavors didnt weird bitter taste mediocre best went disappointed maybe ill give seeing within 4 mins work easily accessible
thai,negative,cheap,looking side town quick glance high ratings unfortunately missed fact americanized suit palette shouldve known considering asian customer inside mongolian hoped sweet turned sweet expected boyfriend almond pretty bland portion generous comes choice eggcrab roll steamedfriedbrown tried crab rolls good serve water lemon large togo cup nice take meal checked us several times refilled water cleared plates quickly enjoy americanized could see giving 45 stars personally
thai,positive,cheap,wow best weve long outstanding flavor huge portions reasonably priced found new come vietnamese
thai,positive,cheap,serves quality white tells pretty much need know black pepper hubs kung pow delicious given enough two meals menuwe ps turn music
thai,positive,cheap,husband quick grocery shopped heb across street walking seated immediately table serve crunchy chips tasted delicious totally chips salsa kind person mexican cant way restaurants general tsaos side way could regulate much top piping burned tongue little maybe super hungry impatient wont take away star overly eager husband wonton tried read reviews tasted like wonton steamed dumplings pot stickers may appetizer sooo tasty really liked ponzu ah delicious main entree good crispy made well husband kungpow supposed spicy wasnt spicy kind meh take fun away spicy end review leave eggroll description rolls cooked perfection crunchy outside juicy porkveggies inside ill soon
thai,positive,cheap,really good fresh wait short veggie rolls awesome veggie fulfilling able split two servings
thai,neutral,cheap,service 45 owner really kind checks make sure everything ok teriyaki 35 curry 2 strange aftertaste maybe used spices used tasted bitter portions 5 hugeeee recommend someone area really hungry needs lot somewhere way anything
thai,negative,cheap,always missing items delivery good good dont whole meal wait half hour drive disappointed happened occasion
thai,positive,cheap,solid fresh tasty menu offers panasian selection dishes span thai vietnamese portions large prices low dinner combo menu comes cup drop wonton choice roll crab puff either white brown love offer dinner combo deal dont usually find stir tofu lots veggies properly cooked well seasoned husband general tsos pleased perfectly steamed broccoli classic american grub grew well made greasy fresh ingredients cooked skilled hand highly recommend drop roll stir dishes service excellent server recommended lemon pepper mongolian like spicy red curry pad thai well next visit around corner house id definitely
thai,positive,cheap,definitely best wonton ive ever tasted actually flavor water dumplings general tsos good best satisfying roll small yet crispy entire meal 9 bad vietnamese options pho bahn mi youd like parking good seating inside wouldnt mind coming something else maybe ill broccoli delivers door dash youre bellaire online bad option
thai,positive,cheap,love delivery dining fantastic perfect favorite dining attention fabulous good checking wanton chips always coming great find
thai,positive,cheap,uptown area houston looking good decided p king dinner special included woutons roll pepper main dish lot able finish reasonable price 995 favorite p king ok lacked bold taste like watered like pepper good good hint spicy tender really enjoyed good anything special price good meal staff friendly fast kudos staff p king although sure include right condiments utensils needed enjoy meal hotel room
thai,positive,cheap,snow peas wonton flavorful snow peas fresh tender house take home dinner delicious large pieces could tell fresh 4 pc veg rolls crisp spot definitely
thai,positive,cheap,teriyaki lo mein side rolls roll lacked good didnt care great definitely
thai,positive,cheap,loved lo mei undercooked good perfect fountain drinks instead aluminum cans
thai,positive,cheap,great ive twice week already service great give free crispies come thing dont like dont free refills aside everything perfect found new spot undergo treatment tmc
thai,positive,cheap,good takeout best found bellaire soups good entries far great never eaten
thai,positive,cheap,pepper spring rolls times ive eaten ive never pepper feel ive missed seasoned well served promptly service friendly helpful great value
thai,negative,cheap,weekend wasnt thrilled vegetable lomein mongolian requested two items made extra spicy went wasnt anything close spicy bit disappointed terms tasted wasnt anything special come huge portion though able share mom
thai,positive,cheap,fantastic wonderful service definitely belly bun heavenly general tsos pad thai really good
thai,neutral,cheap,tasty cold ok service bit dirty ok location although people location sketchy good parking good price
thai,positive,cheap,good great service honey lo mein roll cheese puffs
thai,negative,cheap,havent tried yet service horrible girl extremely rude everyone checked took made feel like unneeded hurry even though many people definitely last come need better customers
thai,positive,cheap,great service kids picky loved orange lo mein continue craving plus delivery wonderful
thai,positive,cheap,cheap classic comfort american close office seriously dirt cheap favorite must houston whenever craving ill online steam bar 1 entree 1 side 4 said taste like 4 service fast people nice
thai,neutral,cheap,ok nothing brag orange general white much difference two sweet
thai,negative,cheap,disgusting perhaps worst ive ever eaten people give great reviews clueless frozen nuggets cooked covered 1 star roll ok prices good good junk gosh horrible left 34 plate
thai,positive,cheap,ill start complaint reading looking pics menu never saw buffet called togo thats known gotten meal deals tried stuff drop simple ive lot burnt watered version top 3 favorites taste spot favorite thicker differently next lo mein excellent add every serving size big enough feed family 10 sesame think may cooked minute long little burnt taste still delicious another large portion fan general pretty tasty well probably paid togo buffet ill eating next week great value satisfied everything definitely
thai,positive,cheap,pretty good vegetable lo mein good pretty big portions delivery extremely fast pay card delivery thought pretty convenient friend however steamed take
thai,positive,cheap,favorite ive coming since first opened family loves love bomb everything delicious price great delivery really fast youre craving good wont regret
thai,positive,cheap,going ever since open change talk old owner nice amazing dedicated customers opened harvey new management took price went taste bland portion size small love tasted houston went 5 star 2 star dont wrong still cheap better going mcdonalds getting meal least taste eating anyone say great tasteful stop bet see taking honestly dont see making year see complains portion size taste new owner took great loyal customers great reputation yall managed mess everything
thai,negative,cheap,good cheap decent portions generic precooked unimpressive lomein tasting breaded sweet thick breading tasteless rolls good
thai,positive,cheap,delicious staff super friendly clean inside ive looking good houston best far
thai,positive,cheap,clean staff courteous really good use lot msg 3 good size portions drink 750 must lo mein jalapeño definitely best area
thai,positive,cheap,favorite takeout spots awesome job delivery crazy fast owner friendly definitely keep coming week recommend anyone looking wonderful
thai,positive,cheap,pretty average great prices wish veggie options like tofu lo mein potatoes options either way returning
thai,positive,cheap,fancy way clean efficient price outstanding nice tasty dishes love jalapeño estevan behind counter really kind helpful dont live side town know
thai,positive,cheap,wow surprise pretty good basic menu nothing fancy really tasty good value cute clean staff friendly helpful good quick bite recommend
thai,positive,cheap,good wife decided stop nights ago late meal arrived 945 pm selection display gone owner kindly asked decided orange still fresh generous portions definitely soon
thai,positive,cheap,reasonable price good spent great enjoying meal people friendly smily faces
thai,positive,cheap,looks new clean good wasnt expecting good def worth youre wanting rolls good size fresh yummy crap ragoonpuffs best weve houston far entrees fresh piping good flavor youre side town
thai,positive,cheap,cheap fresh delicious close house craving americanized staff owner extremely friendly always tastes fresh establishment clean mention cheap
thai,neutral,cheap,many places hood okay service quick prices good selection disheseh good always lo mein general honey usually couple small tasty rolls many choices foods always fresh tasty shabby coin youll drop
thai,positive,cheap,jalapeño general tsos always good great cheap prices coming since opened ive never bad experience
thai,positive,cheap,delicious lucky close ate earlier fresh steam table pick wanted everything tasted good fresh kind hard understand say felt stupid started saying wrong things well know routine next lol give regret
thai,positive,cheap,mann freaking love owner mr great mushroom sum honey uhhh yes plz
thai,positive,cheap,restraunt neighborhood pretty good minus weird characters hang around theres bus depot next itcheap generous good
thai,positive,cheap,450 entree 550 double entree theres steamed cant see ask theyre generous steamed broccoli mushroom great run certain entree make new batch asap nice employees well love better mall opinion cheap delivery charge 2 sure based distance normal charge
thai,positive,cheap,come china 101 least every two weeks always pleasant experience clean employees friendly good affordable favorite honey rolls
thai,positive,cheap,totally love owner nice kind caring person makes sure pleased youve never helps lot price cannot beat 2 meats lo mein roll like 5 bucks nothings really beats amazing usually honey jalapeño theyre really good freshly made even 9pm clean quiet spacious always takerecommend everybody oh deliver
thai,positive,cheap,visit month guilty pleasure comparable mall best way possible incredibly affordable staff super friendly honey lo mein good
thai,positive,cheap,love offer make ran almost closing awesome service portions big price ive take waiting area always clean people always friendly
thai,negative,cheap,la transplant excited see combo plates plated however portions joke asked halfhalf normally half chow mein lo mein well server began plate compressed portion side thought oh nice hes gonna add nope think gonna skimpy portions spread lol pretty bland overall wasnt impressed wouldnt care
thai,neutral,cheap,bueno setting styled nicely clean friendly
viet,positive,cheap,years ago mom near wanted remember really good since live close never come back things changed boyfriend decided windows tinted shop near 3 hours kill walked roostar told bf remembered really good memory served well really best bánh mìs around loved definitely stop next time area
viet,positive,cheap,visit location richmond best tofu ever sister also loves chicken corn papaya salad also must
viet,negative,cheap,much love original roostar location hated experience location staff four girls counter friendly honestly bit rudestuck location clean smell bit smelled like trash needed taken definitely come back location id rather make drive original richmond
viet,positive,cheap,time favorite highly recommended love sandwiches grilled chicken box
viet,positive,cheap,current favorite town quest continues seriously good cant miss
viet,positive,cheap,like make think living nearby amazing prices super great customer service great yelp checkin offer free elotes grabbed special destroyed forget savor good great bread great ingredients perfect portions good elotes fantastic whole thai tea epic tried hardest make last inside nice good seating options mine quick girl working counter nice made extra beef someone accident offered loved everything top notch cant wait back
viet,positive,cheap,several times since changed names never better service always great easily app ready ribeye add avacado egg prepared savor bat city welcome
viet,positive,cheap,first learned spot catered lunch bah sandwiches work since eaten gessner location 2 occasions first time lemon pepper wings roasted corn second time lunch box salad time hot delicious highly recommend giving roostar regret
viet,positive,cheap,dear roostar ask marry afraid id fat together time oh love thee
viet,positive,cheap,fantastic sandwiches lemon pepper wings milk tea soups actually everything nothing doesnt taste good love always grilled chicken add running egg milk tea delicious milk tea best milk tea ever life also lemon pepper wings best wings ever even beats regular wing places
viet,positive,cheap,three good vegetarian options something banmi
viet,positive,cheap,sandwiches fantastic quick finish orders prices good think jalapeño something always consistently great experiences roostar
viet,positive,cheap,area decided lunch hopping took bit definitely worth really good stuff definitely come back
viet,positive,cheap,best sandwiches ribeye awesome
viet,positive,cheap,deelicious every location best ever vegetarian 30years cuisine stable many good bypassed bread garlic aioli tofu egg avacodo options fave locations offer craft beer id give 5 stars
viet,neutral,cheap,lots reviews ok coffee doesnt taste like coffee authentic thai rests cashier kindly gave us replacement choose bottle water instead definitely like sandwiches la like mr baguette mentions previous reviews think quick craving selective
viet,positive,cheap,love love employees nice never wait long also tolerate eat gets cold
viet,positive,cheap,best big fan sandwiches usually mostly bread small sprinkle protein thats case roostar load delicious well seasoned enjoy sandwiches highly recommend
viet,positive,cheap,aka nonca standards prob best tasty nice soft crust nice crusty lol come special combination close terms quality taste outside motherland sgv
viet,positive,cheap,crispy tofu added egg simple delicious great flavor bread fresh vegetables also tasty also couple egg delicious great youre want something quick inexpensive also offer online ordering definitely coming back future
viet,positive,cheap,know evolve something good bread puffy imperfectly nonsmooth outer looks like sourdough tastes like regular bread may seem flat perfectly balanced substantial incredients yes snob prefer ones saigon thank goodness extra garlic aioli mayo must creaminess binds everything together initially balked prices rolled eyes considering buy 5 sandwiches 1 free 23rds price roostars sandwiches elsewhere boy wrong darn good deservedly earns price point combination excellent especially extra aioli tried salmon added avocado good bit dry added extra aioli perfect also tried beef good tons fresh peppercorn like also pleasantly surprised sriracha chicken wings top good thick id eat great decor small stools put thought
viet,neutral,cheap,sandwiches mediocre compared sandwiches gotten bellaire still understand hype customer service staff friendly sandwiches doesnt taste like authentic rather dons good tasting isnt priced
viet,positive,cheap,staff friendly helpful fresh delicious seating area clean comfortable
viet,positive,cheap,recently tried absolutely loved grill amazing
viet,positive,cheap,flavorful chicken ever lot thai tea iced coffee ok corn yelp check delicious quite enough check lunch hour lines door tells good
viet,positive,cheap,found spot yelp pretty good reviews decided call grilled helpful friendly phone arrived took look around check nice little spot looked clean seating areas restroom wasnt busy arrived ready arrived plus soon back work settled bit delicious seasoned well grilled perfection really enjoyed every bite sad none left definitely back soon highly recommend based experience
viet,positive,cheap,honestly love usually grilled beef also bowl good theyre pretty organized quick call ahead
viet,positive,cheap,least 10 times last year attentive staff clean priced right great lot choices bonus iced coffee
viet,positive,cheap,possibly favorite around currently rib eye kicks butt garlic mayo ridiculously addictive baguettes consistently fresh least dry avocado good budget option even rib eye reasonable like adding avocado adding egg avocado
viet,positive,cheap,wow wow wow wow work idea lunch saw roostar uber eats decided first saw price mis theyre definitely pricier bellaire locations however trying understood coworkers told everything made house really could taste ate told ribeye best though bread soft super dense sauces really good well thing really well yet taste mis amount soy first time ever enough soy small thing makes big difference also corn really tasty alongside definitely gonna visit locations near future
viet,positive,cheap,definitely 5star great boxes service fast friendly doesnt take long know cashier cilantro remembered reason marked 4 stars instead 5 parking challenge dining room tiny basic thus usually takeout
viet,positive,cheap,reviews right delicious box best tried many different places definitely back
viet,positive,cheap,great atmosphere great service large amount box option cooked welll satisfied return items new favorite spot
viet,positive,cheap,us great ambience casual laid back always bustling dine take orders service fast staff friendly clean excellent delicious recommend
viet,positive,cheap,delicious must egg side thai milk tea also service always fast staff nice love give
viet,neutral,cheap,largest populations america wanted least eatery coming back la roostar grill happened pop radar appears popular destination aka party location quick bite roostar featured yelps top 100 places eat us 2015 formerly known vietnam poblano rebranded roostar grill 2016 theres also another location near galleriauptown parking pretty easy line 7 pm unlike places visited la ask addons avocado pate egg price 550 forget use yelp checkin deal claim free spiced roasted corn also create box meal also offer papaya salad egg iced coffees wings alphabetic thai chicken soups honey green tea bottled 265 probably bottle drink 99 ranch market actually thought bad beverage tad sweet belly jalapenos pickled carrots cilantro garlic aioli soy cucumber 550 date friends still questioned special ham pate thats supposed standard comes comparing places anyhow bread crispy texture thought garlic aloei made pretty decent definitely better 5 la eg tho alhambra ca beef alphabet 345 typically find 7 courses beef bò 7 món pretty exotic seasoning overall savory overall solid 35star ill round due free free spiced roasted corn somewhat reasonable prices decent quality
viet,positive,cheap,picky safely say bomb garlic aioli put sandwiches delicious wings great always garlic butter flavor service typically quick sucker little details presentation cute paper serve sandwiches little pick logo pulls little foodie heart strings indecisiveness peak bit pricey though chinatown muchhh cheaper duh
viet,positive,cheap,awesome great sandwiches lunch tucked small spot really good well twice two days
viet,positive,cheap,delicious first time disappoint egg chick box everything tasted super fresh bread amazing
viet,positive,cheap,love special tastes good special fave tried sandwiches delicious friendly also accommodate comes adding stuff love dragonfruit tea delicious cheap keep coming back
viet,positive,cheap,yes excellent bowls yummy cheap price great service intimidated theres line goes quick
viet,positive,cheap,roostar goto mis havent better anywhere else always cooked well seasoned perfectly vegetables crunch fresh bread right texture ask want egg cooked also occasionally vermicelli bowl eggrolls favorite wish put eggrolls service super friendly thing gessner location could definitely crank ac fan seating area isnt clean much prefer richmond location
viet,positive,cheap,sandwiches quite tasty favorite
viet,positive,cheap,cant much simpler solid definitely recommend grilled side roasted corn free checkin bread good crunch veggies feel fresh price really cant ask much location somewhat small imagine getting full busy hours
viet,positive,cheap,glad find long drive though seems little inside road worth
viet,positive,cheap,great mis perfect tasting papaya salad small joint great quick lunch good price overall great spot
viet,positive,cheap,didnt know roostar two locations gessner richmond customer services amazing worked near richmond live gessner location unfortunately night placed doordash app reason didnt switch address home location pick sent address arrived couldnt find bummed roostar said ok helped cancelled made new location genuinely couldnt thank enough 20 minutes drive back richmond pick overall super accommodating mentioned amazing best tasted hands
viet,positive,cheap,fast fresh furious great theres ketchup delicious look forward coming back
viet,positive,cheap,amazing bread crisp dense gives great crunch without chewy veggies fresh tender buttery delicious right amount bite wish 3 youre nearby eat two
viet,positive,cheap,bread mis great fresh great texture belly delicious egg little small still good staff friendly service quick sure become favorite lunch spot team downside milk tea price good flavor 5 cup full ice much going dock star roasted corn free check
viet,negative,cheap,real deal definitely made asians two different kinds honestly enjoy pate super salty also checked yelp free elote thing super salty tasted really weird like mess taste simple elote lol cashier lady super nice kind though btw anymore
viet,positive,cheap,husband left memorial hermann hospital memorial city late hungry decided somewhere still open decided course night chose roostar glad went short drive hospital like restaurants long point area located random strip mall near eatery smaller intimate location however setup inviting greeted friendly smile went cash register located wall choose several options meal chose special chicken husband grilled also added egg roll butter lettuce last second really happy mealsthe ingredients fresh delicious overall recommend choose return area however prices fair deliciouswhich two factors wont make hesitate coax others trying
viet,positive,cheap,years since started eating roostar fka vietnam poblano still holds top spot vowed come back gogi years ago actually able bring veer ordering tofu longer 5 default tofu comes plain mine upgraded whole shabang seasoning 1 love chili oilpaste ask sometimes branch tofu veggies fish togo orders online pickup really convenient feel lucky able eat often definitely fav despite limited
viet,positive,cheap,delicious reasonably priced absolutely packed lunch though credit good however still extremely quickly let crowds dissuade
viet,positive,cheap,best town random cravings goto put friends loved cant wait next time bread use another level
viet,negative,cheap,saw stars amount reviews places stop needless say disappointed special way little 6 tax toasted nice crunch bit dry pickled carrots pickled daikon staple traditional little pate spread much flavor definitely worth 6 2 mis ingredients price places think offer different many places option addons like egg avocado overall average overhyped
viet,negative,cheap,rave reviews biggest problem tried chicken didnt care either particularly gross instead nice char flavor seemed steamed also pretty pricey id willing
viet,positive,cheap,come three four times short amount time girlfriend sister really like mis initially special absolutely delicious bread called pate remember correctly awesome literally could stop eating personally like cucumbers asked smoked salmon afterwards pate bit sad pay extra addon still tasted pretty good though prefer special lot afterwards chopped ribeye also good really like consistency goodtasting mis also free corn yelp checkin overall sandwiches delicious really cheap take veggies like well definitely recommend coming
viet,positive,cheap,omg good good good hoping find good found amazing chicken steak boxes delicious oily meats savory flavors box comes little salad roll love easy fast nice service stuck boxes theyre 10 dollars clean establishment choose eat indoors outdoors simply brought friends family members loved
viet,positive,cheap,soooooo good favorite branch spots never disappoints hits spot every single time delicious staff super nice tend quite busy lunch hour small generally able lunch within five ten minutes door
viet,positive,cheap,husband regulars nonsense super fast always good affordable best weve
viet,negative,cheap,late lunch 3 pm service super non existent sitting table good 15 minutes anyone table beef stew ice coffee good prob 45 flavor goodnot oily preferred bland nothing rave chive worst part roll super weird tasting sort weird sweetness almost like candy flavor 25 beef stew super thick like gravy ok flavor lookin gm forward ice coffee disappointing brought coffee items separate cup hot water pour grounds places already poured needing finish dripping time comes table coffee lacking flavor good throughout meal service available hunt server needed anything addition forgot bring bland didnt flagged server already finished rest come back good
viet,positive,cheap,service always pretty quick consistent atmosphere closed together doesnt seem overly crowded gets busy definitely need raise hand someones attention attentive comes ended ordering dac biet cha goi egg roll quick comes plenty heavy amounts green onion may want adjust amount like tender cooked well easy slurp egg small dipping easy devour add hoasin siracha added flavor
viet,positive,cheap,friend reunion looks like fastfood court much decoration said also didnt charge lot usd75 per great portion good taste also authentic many pretty impressive
viet,negative,cheap,used goto spots downtownmidtown recently moved back downtown craving bowl good husband pick saigon bo vien beef meatballs che dac biet combination desert hyped since used regular spot today definitely let ok sort bland side remember rich full flavor tasted today definitely hard tasted really weird starchy taste bad even gave starchy taste needless say didnt take long till tainted couldnt eat spoonfuls beef balls ok ate mushy textured overall bowl bad bad made sad today consisted shrimp vermicelli tasted saw iceberg lettuce boring much think iceberg lettuce whats traditionally roll finished roll two good peanut 90 hoisin 10 peanut ratio lastly che dac biet good ol combination desert decent tasting beans way hard popping area think ill continue checking places returning
viet,positive,cheap,come way often ordering different items every time yet waitress know well basically name items like impressive oddly strange love feel like often even owner asks come hasnt seen much anymore awkward told work actually avoid conversation anyway love items definitely come back probably hide disguise better come
viet,positive,cheap,nothing write home serviceable dirt cheap large seating area ill def back great hangover cure night partying see complaints service honestly service pretty good
viet,neutral,cheap,searching best best however looking inexpensive may spot recommend dine hot quite impress restaurants handles hot make destination unfortunately today warm couldnt cook raw beef extremely greasy cloudy
viet,positive,cheap,returned trip vietnam summer find almost ambiance found inexpensive like vietnam quite inexpensive great flavors
viet,negative,cheap,area craving phó decided stop phó eatery appetizer crispy eggroll egg phó flank steak meatballs didnt wait long take served phó 10 minutes thats faster fast brilliant except never served egg roll looking around everyone else appetizers except waitstaff check everything even refill ice tea finally flag wait staff nearby check forgot eggroll time serve eggroll done dinner wasnt first time theyve done pretty shitty may say ws good better places vicinity service shite almost non existent might well put vending machine never tea refilled quick take money shit service rendered well ok good thats typical asian restaurants businesses eat pay leave
viet,negative,cheap,pretty good deep flavorful noodes seemed touch bland reason back odd service seated asked water waitress said something like water yet ok full disclosure super hung really could used water anyway asked water denied odd asked another server water problem bringing glass right away hopefully type thing like turned 1st time havent back
viet,positive,cheap,favorite cheap eat love service quick delicious comforting flavorful price fair service quality
viet,negative,cheap,large group 12 people including 3 babies fit us tight always plates changed decided vermicelli beef egg much little vegetables egg small taste good price cheap even though vermicelli cheap wasnt worth end rating 2 service 3 price 3 ambiance 2 overall 2 reason come back forced group
viet,positive,cheap,rainy days scream steaming hot bowl theres better satisfy craving saigon extremely frills dirt cheap staff wont make effort especially hospitable thats know youre getting real thing small 18 goto personally think best bang buck amongst different options includes eye round steak well done flank fatty brisket soft tendon even small size gets perfect amount warm full never skimp giving ample mint cilantro bean sprouts jalapeños side aside vermicelli mis summer also bomb cant really wrong anything
viet,negative,cheap,town day quick cheap lunch bo vien meatballs okay tasted almost sour meatballs werent tasty dipping goi cuon fresh roll tastes like much soy roll pretty basic super quick like within 5 minutes service typical viet drop thats large bowl fresh roll 9
viet,positive,cheap,fast friendly service course dac biet beef chicken children outstanding also lemongrass chicken plate average really known really enjoyed brought us within minutes ordering
viet,positive,cheap,saigon something everyone especially cold rainy day want warm large right fast understatement describe service pick items eating minutes look around see options good never need walk togo box nothing left take home parking annoying weekday lunches make sure roof parking lot
viet,negative,cheap,usually love doordash multiple times week today egg tiny little piece soggy oily lettuce two burnt inside egg disappointment seems lettuce egg roll ratio gotten worse worse hard put two pieces lettuce box
viet,negative,cheap,gone saigon many years concerned going cited health inspectors february 2019 none employees manager certifications thought service bad back server made mistake mentioned took never brought went pay tired eating discovered overcharged find another shop
viet,positive,cheap,low price outrageous guys pumping quality speed price amazing outrageous 3 2pc large special combo 8
viet,positive,cheap,good good price vegan options available casual usually loud bustling nice come lunch date swanky dinner small bowls plenty 6 steal parking lot usually full free parking garage lot
viet,neutral,cheap,give 3 stars really good give 1 star service bad told normally like wave waitress take never back ask tea desk togo box little things still want tip drink refill
viet,positive,cheap,good service quick great lunches blink 5 times bowl magically appears love lot flavor great service decently price ie cheap
viet,positive,cheap,great fast service love dessert coffee condensed milk loved vermicelli bbq beef take nothing gets wasted wonderfully cooked
viet,positive,cheap,awesome spot coming friends 5 years fast service also
viet,positive,cheap,good customer service always sit immediately never taken 5 table definitely recommend
