"","ID","name","category","main_category","currency","deadline","goal","launched","pledged","state","backers","country","usd.pledged","usd_pledged_real","usd_goal_real"
"287062",530488836,"""Mobile-Suit"" - a mobile phone case for the IPhone 4 & 5","Product Design","Design","GBP","4/5/2013",20000,"3/6/2013 20:50",606,"failed",7,"GB",916.8,923.81,30488.73
"294874",570887115,"Hadron's Forge (Canceled)","Video Games","Games","USD","10/6/2013",1e+05,"9/5/2013 7:02",7100,"canceled",217,"US",7100,7100,1e+05
"18095",1091801744,"Dani Winters' WWDC Adventure","Technology","Technology","CAD","6/19/2015",1500,"5/20/2015 1:18",1535,"successful",12,"CA",1275.05,1250.92,1222.39
"139136",1706770494,"Epoque Time watches - Wear the spirit of an era!","Accessories","Fashion","EUR","12/2/2017",20000,"11/1/2017 23:59",2227,"canceled",9,"IT",2579.87,2614.95,23484.1
"34433",1174627879,"La Mente Board Game Cafe","Tabletop Games","Games","USD","6/5/2016",12000,"4/7/2016 6:40",7,"failed",3,"US",7,7,12000
"114150",1579791725,"The Future Chronicles #1 Internet – A Time Travel Magazine","Periodicals","Publishing","EUR","6/11/2015",30000,"5/12/2015 8:18",37318,"successful",931,"DE",41642.72,41870.59,33659.83
"172227",1875935519,"There is no reason to smell bad","Crafts","Crafts","USD","9/19/2013",1200,"8/20/2013 18:59",80,"failed",4,"US",80,80,1200
"303437",615186837,"The Backyard Agriculture Network","Community Gardens","Food","USD","5/16/2016",500,"4/16/2016 23:21",529,"successful",8,"US",529,529,500
"14656",1073764045,"Wonder's Very First Full-Length Record!","Indie Rock","Music","USD","1/19/2014",12000,"12/20/2013 22:45",1381,"failed",46,"US",1381,1381,12000
"226041",219076542,"Homoquotables - Celebrating Marriage Equality for LGBT Folks","Product Design","Design","USD","8/14/2012",5000,"7/25/2012 1:07",2398,"failed",37,"US",2398,2398,5000
"247587",329188219,"Little Free Library, Franklin, TN","Design","Design","USD","7/15/2015",395,"6/15/2015 22:46",460,"successful",19,"US",460,460,395
"245040",316227704,"Between The Walls Of Time","Fiction","Publishing","USD","3/23/2015",50000,"2/21/2015 17:54",96,"failed",5,"US",96,96,50000
"125467",1636988466,"""The Prevailing Winds"" - An Invisible Suspense Film","Drama","Film & Video","GBP","5/18/2016",3000,"4/18/2016 23:35",4050,"successful",84,"GB",5751.83,5900.26,4370.57
"21135",1107156869,"ABGO (Canceled)","Product Design","Design","USD","6/2/2013",15000,"4/18/2013 21:06",8392,"canceled",104,"US",8392,8392,15000
"43460",1221239200,"""Paris in the South""..... Elegant Style With Southern Class","Ready-to-wear","Fashion","USD","10/31/2017",10000,"10/1/2017 13:00",11679,"successful",46,"US",0,11679,10000
"301619",605905145,"Daisy Goat Soap -100% Raw Goat Milk Soap","Crafts","Crafts","USD","4/26/2015",2000,"3/27/2015 19:44",162,"failed",5,"US",162,162,2000
"273873",463511227,"The Tenderloin Bar Experiment ","Nonfiction","Publishing","USD","2/21/2011",3000,"1/7/2011 8:46",3020.11,"successful",73,"US",3020.11,3020.11,3000
"139954",1710736075,"The Viking of 6th Avenue","Documentary","Film & Video","USD","6/26/2014",105000,"5/27/2014 18:00",107211.48,"successful",1488,"US",107211.48,107211.48,105000
"357056",888930249,"Candi's Carryall Dice Bags","Tabletop Games","Games","USD","6/25/2015",400,"5/26/2015 17:32",2588,"successful",66,"US",2588,2588,400
"265713",421750426,"Pixel Proofs - Mobile Proofing App for Photographers","Photography","Photography","USD","10/23/2015",5000,"9/23/2015 18:20",255,"failed",3,"US",255,255,5000
"30719",1156271755,"Shroud of the Avatar: Forsaken Virtues","Video Games","Games","USD","4/7/2013",1e+06,"3/8/2013 16:57",1919275.99,"successful",22322,"US",1919275.99,1919275.99,1e+06
"29555",1150238271,"J-Chan's Designs SS14: The Debut Collection","Fashion","Fashion","USD","8/31/2013",12000,"8/9/2013 21:20",1772,"failed",16,"US",1772,1772,12000
"91100",1463045879,"Black Holler: A Horror-Comedy","Comedy","Film & Video","USD","10/19/2014",6000,"9/25/2014 14:18",6450.25,"successful",111,"US",6450.25,6450.25,6000
"131484",1667353611,"Hues of my Vision","Photobooks","Photography","USD","5/22/2015",40000,"4/22/2015 0:47",9477,"failed",185,"US",9477,9477,40000
"209930",2069859334,"How to keep the fire going (and don't get burned out)","Publishing","Publishing","GBP","1/9/2018",18000,"12/19/2017 19:04",7,"live",1,"GB",0,9.55,24551.59
"24130",1122444774,"FADE: The Forgotten Journey","Video Games","Games","USD","3/23/2016",5000,"2/23/2016 20:18",502,"failed",31,"US",502,502,5000
"122763",1623447439,"The Internet Portrait Project & Book by Mr Let's Paint","Painting","Art","USD","1/27/2012",2000,"12/28/2011 5:21",2738,"successful",25,"US",2738,2738,2000
"315721",678173182,"Dear Lois:  Our Adoption Journey","Nonfiction","Publishing","USD","3/13/2014",2250,"2/11/2014 3:46",2566.23,"successful",50,"US",2566.23,2566.23,2250
"350934",8578041,"Fashion Embroidery Scarves Standing for Natures and Love","Accessories","Fashion","GBP","8/15/2017",2000,"7/16/2017 18:42",21,"failed",1,"GB",0,27.04,2574.9
"226269",220157770,"1974 CBC Graphic Standards Manual Revival","Graphic Design","Design","CAD","4/11/2017",73000,"3/7/2017 15:54",36161,"failed",301,"CA",8669.26,27322.25,55156.78
"247599",329260991,"FHG - Out Of This World LAN","Video Games","Games","GBP","1/12/2014",4000,"11/13/2013 16:42",20,"failed",1,"GB",31.95,32.88,6576.57
"283916",514319545,"LEGO - Fishtanks - Custom builds","Product Design","Design","GBP","1/16/2015",6000,"12/17/2014 17:55",20,"failed",2,"GB",31.31,30.35,9104.15
"155138",1788966516,"""Remix Your Reality"" - Motivational Hip-Hop Album","Hip-Hop","Music","USD","3/27/2015",3000,"2/25/2015 21:07",4020,"successful",48,"US",4020,4020,3000
"120202",161049167,"Custom Guitar Pick Company Startup","Music","Music","USD","10/20/2014",20000,"8/21/2014 20:23",34,"failed",5,"US",34,34,20000
"205550",2047095561,"""Hungry Spirit"" PHYSICAL CD Release for Fall 2014","Jazz","Music","USD","7/22/2014",2500,"6/24/2014 3:39",0,"failed",0,"US",0,0,2500
"137651",1699036128,"Good for the USA- book with brand ratings","Nonfiction","Publishing","USD","1/4/2017",3250,"11/29/2016 14:47",480,"failed",10,"US",250,480,3250
"329444",748500006,"Hands - Woods Suite, An Unfinished LP","Music","Music","USD","11/10/2010",1080,"9/21/2010 5:03",25,"failed",2,"US",25,25,1080
"113301",1575552192,"LEARNING TEAM EP","Indie Rock","Music","USD","2/20/2013",2500,"1/21/2013 20:30",3357,"successful",115,"US",3357,3357,2500
"1216",1006159793,"CHF Woodcrafts Handcrafted Art","Woodworking","Crafts","USD","3/22/2016",2000,"1/23/2016 0:04",102,"failed",2,"US",102,102,2000
"78831",1401138526,"Wolfride Clothing - Mountain Bike Gear","Fashion","Fashion","GBP","3/26/2014",1000,"2/24/2014 21:00",1244,"successful",44,"GB",2067.42,2069.16,1663.31
"67653",1344278754,"Project: Islamic Gaming","Games","Games","USD","11/27/2014",1000,"10/28/2014 22:31",1,"failed",1,"US",1,1,1000
"331236",757474924,"good food great price at ""Jackson's Down Home Resturant"".","Restaurants","Food","USD","8/28/2014",1e+05,"7/29/2014 13:43",5,"failed",1,"US",5,5,1e+05
"296970",581825066,"Anime Tea Host Cafe","Restaurants","Food","USD","6/21/2014",25000,"5/22/2014 21:21",57,"failed",5,"US",57,57,25000
"96405",1489882639,"Pimp'N Aint Easy ! (Canceled)","Tabletop Games","Games","USD","1/4/2015",65000,"12/5/2014 1:44",1239,"canceled",6,"US",1239,1239,65000
"99732",1506446086,"Wrexfest","Art","Art","GBP","8/3/2014",1000,"6/30/2014 22:21",201,"failed",8,"GB",342.4,337.76,1680.42
"167986",1854541278,"Maternity Line to Support Domestic Violence Victims","Apparel","Fashion","USD","5/29/2015",35000,"4/29/2015 22:42",2,"failed",1,"US",2,2,35000
"277698",482943478,"Confection et Vente de colliers pour chats et chiens","DIY","Crafts","EUR","11/7/2015",1500,"10/8/2015 12:37",0,"failed",0,"FR",0,0,1614.6
"358801",897909994,"The Grace Project","Photography","Photography","USD","7/26/2012",50000,"6/16/2012 20:18",480,"failed",5,"US",480,480,50000
"310368",650913337,"SouthMade 2015","Crafts","Crafts","GBP","3/29/2015",300,"2/27/2015 20:35",440,"successful",29,"GB",684.04,651.34,444.1
"335120",777204703,"Shaaark!","Animation","Film & Video","AUD","3/29/2017",5500,"2/27/2017 13:27",2021,"failed",35,"AU",92.04,1545.34,4205.54
"249884",341013331,"Independent Horror Film","Film & Video","Film & Video","USD","7/20/2010",7000,"6/9/2010 17:10",0,"failed",0,"US",0,0,7000
"120329",1611156584,"Rep Yo Brand! Fashion and Talent Expo","Performance Art","Art","USD","11/1/2016",10000,"10/21/2016 20:00",80,"failed",1,"US",0,80,10000
"225945",218554028,"Helles Teeth Teething Toy Colour Up","Product Design","Design","NZD","10/25/2016",2000,"10/4/2016 23:05",4189,"successful",56,"NZ",1499.73,2991.07,1428.06
"352672",866728358,"Incarnate Clothing Premium Streetwear","Apparel","Fashion","GBP","11/30/2017",5000,"10/31/2017 19:54",125,"failed",2,"GB",65.7,168.6,6744
"271089",449210137,"Enjoy Your Wait","Experimental","Film & Video","USD","5/16/2015",9,"4/16/2015 15:42",15,"successful",4,"US",15,15,9
"365861",934071044,"Support the G.O.D.TECH Movie Project","Film & Video","Film & Video","GBP","4/26/2014",40000,"4/11/2014 21:23",10,"failed",1,"GB",16.8,16.88,67503.71
"37535",1190438064,"The Kepler Story: Theater + Science + Harmony","Immersive","Theater","USD","8/20/2013",40000,"7/19/2013 1:37",41133.52,"successful",349,"US",41133.52,41133.52,40000
"214224",2091576802,"The Codex Lacrimae?An Epic Fantasy & High Medieval Romance","Fiction","Publishing","USD","1/3/2015",14000,"11/19/2014 18:26",828,"failed",12,"US",828,828,14000
"324317",721887385,"The Children of Aurora","Documentary","Film & Video","USD","4/24/2015",25000,"3/25/2015 2:08",7817,"failed",47,"US",7817,7817,25000
"368618",94801595,"Rama: Gaze in My Direction","Nonfiction","Publishing","USD","7/30/2013",9500,"6/20/2013 3:10",29108.27,"successful",117,"US",29108.27,29108.27,9500
"72471",1368914917,"Pocket Wars","Games","Games","USD","6/5/2016",12000,"5/6/2016 18:41",40,"failed",1,"US",40,40,12000
"249120",337079257,"Itzy Ritzy + Aaryn Williams Diaper Bag Design Collaboration","Accessories","Fashion","USD","12/15/2017",10000,"11/15/2017 18:49",108695,"successful",640,"US",15930,108695,10000
"352719",866989613,"Quikky Cards","Graphic Design","Design","USD","6/6/2014",13000,"4/22/2014 7:16",2606,"failed",41,"US",2606,2606,13000
"167523",1852166982,"Personalised Candles - Your Way (Canceled)","Candles","Crafts","GBP","1/29/2015",1658,"1/14/2015 11:17",0,"canceled",0,"GB",0,0,2495.48
"341338",808598719,"Ecological Streetwear: Conservation Conscious T-shirts","Fashion","Fashion","USD","10/18/2012",1500,"9/18/2012 22:02",3184,"successful",85,"US",3184,3184,1500
"4386",1022477370,"Technophemera","Public Art","Art","USD","8/1/2014",9350,"7/2/2014 0:39",9492,"successful",93,"US",9492,9492,9350
"341709",810580098,"Chef's Hat Enamel Pin Set Of 4 - The Workers Series by Budda","Product Design","Design","USD","7/2/2017",890,"6/2/2017 4:25",0,"failed",0,"US",0,0,890
"350183",853952605,"All Fiber Mode Locked Laser with Tunable Wavelength and Rate","Fabrication Tools","Technology","CAD","2/4/2016",123000,"1/5/2016 4:59",37,"failed",4,"CA",26.72,26.91,89448.04
"214042",2090682452,"Dubbin' Force : Sedate the Dragon","Music","Music","USD","7/16/2010",500,"6/15/2010 3:07",0,"failed",0,"US",0,0,500
"331319",75788960,"Legends of Kijenor","Video Games","Games","USD","8/1/2017",1500,"6/8/2017 6:12",0,"canceled",0,"US",0,0,1500
"318808",693826962,"'coffee people' book","Nonfiction","Publishing","AUD","12/15/2016",10000,"11/24/2016 10:11",420,"failed",7,"AU",14.84,307.92,7331.38
"254196",362557949,"The Elephant Man Journeys","Documentary","Film & Video","USD","12/13/2012",150000,"10/14/2012 22:38",1451,"failed",12,"US",1451,1451,150000
"136582",1693552338,"Wake Up And Hear The Music","Shorts","Film & Video","USD","6/16/2016",5000,"5/17/2016 7:00",160,"failed",5,"US",160,160,5000
"76543",1389535444,"Portraits that don't look like you","Painting","Art","USD","9/18/2015",100,"8/19/2015 1:14",315,"successful",8,"US",315,315,100
"330869",755568462,"18th Century Traveling Forge","Woodworking","Crafts","USD","6/5/2017",1000,"4/21/2017 4:47",1100,"successful",11,"US",166,1100,1000
"94329",1479579924,"BOOM! Museum of Food and Drink's Explosive First Exhibit","Spaces","Food","USD","7/21/2013",80000,"6/30/2013 2:41",106503.11,"successful",830,"US",106503.11,106503.11,80000
"211109",2075926665,"Coin Purse Theatre Produces Othello","Performance Art","Art","USD","5/31/2012",750,"5/18/2012 17:07",10,"failed",1,"US",10,10,750
"303777",61682203,"Climb aboard a Vermont Treehouse Getaway Offering Massage!","Architecture","Design","USD","7/6/2016",12000,"5/21/2016 0:44",2102,"failed",10,"US",2102,2102,12000
"369288",951470114,"The Rocketbook Everlast Notebook","Gadgets","Technology","USD","1/15/2017",26000,"11/16/2016 16:21",1823227.5,"successful",28138,"US",16942,1823227.5,26000
"152888",1776887815,"Hike Teide | Leaflet | Memory Book | Video","Publishing","Publishing","GBP","7/4/2017",350,"5/10/2017 18:42",20,"failed",1,"GB",25.9,25.79,451.39
"277663",482730891,"Accept Your Vulnerability","Conceptual Art","Art","AUD","10/26/2014",500,"9/26/2014 1:41",375,"failed",15,"AU",332.17,329.61,439.48
"181183",1922076845,"Alpha Blue","Tabletop Games","Games","USD","10/22/2015",2500,"9/22/2015 5:43",4535,"successful",133,"US",4535,4535,2500
"35886",1182075434,"DiveMate Fusion - Connect Your Dive Computer to iPhone & Co","Hardware","Technology","EUR","7/14/2015",47500,"6/15/2015 6:21",14260,"canceled",157,"DE",16065.65,15527.68,51722.64
"53254",127116304,"Fear The Undead (Canceled)","Tabletop Games","Games","USD","1/8/2016",40000,"12/9/2015 1:27",3,"canceled",3,"US",3,3,40000
"54230",1275950806,"Immediate Political Accountability Resource (I-PAR)","Journalism","Journalism","USD","5/18/2016",3e+06,"4/18/2016 23:37",2,"failed",2,"US",2,2,3e+06
"143700",1729977438,"The American Ninja Warrior Project!","Television","Film & Video","USD","2/26/2015",500,"1/27/2015 0:01",1,"failed",1,"US",1,1,500
"126392",1641720863,"Uivo-fast,secure emergency contact system for your property","Web","Technology","USD","6/18/2016",10000,"5/17/2016 9:11",1245,"canceled",25,"US",1245,1245,10000
"131293",1666427428,"MK at Warped Tour 2010 (Canceled)","Hip-Hop","Music","USD","6/26/2010",1000,"5/26/2010 3:14",60,"canceled",3,"US",60,60,1000
"36878",1187091025,"Circle of Mayhem: Jump in, stumble out.","Tabletop Games","Games","USD","11/29/2016",3000,"10/29/2016 4:43",3270,"successful",30,"US",1089,3270,3000
"276512",476753983,"The U S Constitution - Here Is What It SAYS","Publishing","Publishing","USD","1/1/2014",10000,"11/22/2013 5:37",41,"failed",3,"US",41,41,10000
"318708",693307879,"The Championship Rounds Final Online Campaign: $25Kin45Days","Film & Video","Film & Video","USD","8/30/2012",25000,"7/16/2012 20:23",25101.38,"successful",66,"US",25101.38,25101.38,25000
"1789",1009173491,"Un toit entre nous et le ciel","Children's Books","Publishing","EUR","11/25/2017",650,"11/10/2017 12:20",971,"successful",36,"FR",118.28,1154.03,772.52
"343888",821713567,"Fireball VII: Deadly Sins","Festivals","Theater","USD","1/5/2015",1000,"11/17/2014 0:59",5334,"successful",25,"US",5334,5334,1000
"99416",1504658134,"ROTAX 360º PANORAMA APP","Apps","Technology","MXN","2/2/2017",240000,"1/3/2017 21:55",0,"failed",0,"MX",0,0,11709.03
"162294",1825544390,"The Writer's Circle Presents Darkness Unwound","Theater","Theater","USD","9/21/2013",500,"8/22/2013 8:29",81,"failed",5,"US",81,81,500
"331671",759742811,"Nature: Prospective Perspective","Art Books","Publishing","USD","12/12/2014",2500,"11/21/2014 16:16",0,"failed",0,"US",0,0,2500
"217333",210717791,"Homeless man","Mixed Media","Art","USD","1/24/2014",15000,"12/28/2013 1:17",101,"failed",2,"US",101,101,15000
"149816",176136782,"Help illustrate and publish my children's picture book","Children's Books","Publishing","GBP","4/15/2015",1920,"3/16/2015 20:33",0,"failed",0,"GB",0,0,2884.14
"350158",853848129,"Fashion Designer Wants To Kick Butt And Take Names!","Fashion","Fashion","USD","8/14/2011",10000,"8/9/2011 11:28",0,"failed",0,"US",0,0,10000
"121710",1618176980,"The Shaving Place","DIY","Crafts","USD","8/1/2016",250,"7/11/2016 18:53",1074,"successful",6,"US",288,1074,250
"233150",255072071,"A Thousand Times Goodnight","Theater","Theater","USD","11/1/2013",2000,"10/9/2013 18:28",2552,"successful",40,"US",2552,2552,2000
"24696",1125342998,"Parallel Heights - Debut EP","Music","Music","USD","9/18/2015",300,"7/20/2015 20:46",901,"successful",22,"US",901,901,300
"93893",1477258286,"The StopAlong","Restaurants","Food","USD","7/21/2016",15000,"6/21/2016 17:42",15297,"successful",175,"US",7810,15297,15000
"297281",58358647,"A coffee academy for coffee lovers [Dublin]","Drinks","Food","EUR","3/11/2017",10000,"2/9/2017 0:47",101,"failed",5,"IE",53.55,108.44,10736.99
"30465",1154808003,"Table Titans Volume 2: Winter of the Iron Dwarf","Webcomics","Comics","USD","12/7/2016",30000,"11/2/2016 16:26",90946,"successful",1370,"US",38653,90946,30000
"92306",1469004540,"The Space Heists of Vyvy and Qwerty #2","Comic Books","Comics","USD","12/5/2017",4800,"11/1/2017 8:05",4866.5,"successful",143,"US",679,4866.5,4800
"11652",1058398961,"West Coast Tour!","Rock","Music","USD","10/14/2012",1500,"9/14/2012 23:43",1757,"successful",53,"US",1757,1757,1500
"262699",406194152,"Wingtip Wallet - World's First Pocket Square Wallet","Fashion","Fashion","USD","3/26/2016",10000,"1/26/2016 19:52",11534,"successful",209,"US",11534,11534,10000
"164075",183489210,"""Gay""ry Tales - A Comic of Gay Fairy Tales","Comics","Comics","USD","6/30/2011",25400,"5/1/2011 2:59",20,"failed",2,"US",20,20,25400
"107441",1546262464,"Design Up - The Art of Una Kiera Hy Cullien","Art","Art","USD","11/9/2014",6000,"10/10/2014 1:41",10,"failed",1,"US",10,10,6000
"261914",402171407,"Charlie Chatter - The TV Chat Application","Technology","Technology","AUD","11/8/2017",350000,"10/9/2017 6:51",114,"canceled",1,"AU",88.57,87.42,268404.91
"62425",1317368019,"KATAPLANAS-The Traditional Portuguese Cookware.","Food","Food","EUR","6/6/2017",12500,"5/2/2017 17:11",2385,"failed",27,"ES",271.24,2665.49,13970.07
"176737",1899085248,"Hexery - Collectible Card Game (Canceled)","Video Games","Games","USD","7/2/2011",7000,"5/8/2011 23:50",1,"canceled",1,"US",1,1,7000
"80375",1408732259,"Candescent Poetry Launch","Poetry","Publishing","USD","12/12/2016",300,"11/17/2016 5:00",639,"successful",8,"US",0,639,300
"139880",1710352012,"Atelier und Ausstellungsfläche Castellino, Modena, Italien.","Sculpture","Art","EUR","7/16/2015",5000,"6/16/2015 15:10",600,"failed",2,"DE",672.45,653.34,5444.49
"166888",1848901116,"I Have it Maid","Documentary","Film & Video","USD","5/24/2013",7000,"3/25/2013 5:14",2511,"failed",42,"US",2511,2511,7000
"269883",443237891,"The Crooked Road Guitar Sampler CD","Country & Folk","Music","USD","6/10/2017",9500,"5/11/2017 19:11",10348,"successful",147,"US",640,10348,9500
"203421",2035974785,"Rearview - Short Film Project","Shorts","Film & Video","USD","9/11/2011",5000,"7/28/2011 3:35",5680,"successful",32,"US",5680,5680,5000
"111168",1564838186,"Transit App for iOS 6 and Beyond","Apps","Technology","USD","8/18/2012",25000,"7/19/2012 22:01",26280.08,"successful",838,"US",26280.08,26280.08,25000
"57173",1290947187,"Pyjama Pajama - Inspirational Sleepwear for Kids","Fashion","Fashion","GBP","7/25/2013",12000,"6/25/2013 13:18",12227,"successful",115,"GB",18811.06,18829.31,18479.73
"192536",1979723764,"First Haitian Maker-Space (Canceled)","Hardware","Technology","USD","10/14/2012",20000,"9/14/2012 15:11",3604,"canceled",28,"US",3604,3604,20000
"57096",1290543979,"Reikon Dungeon","Video Games","Games","GBP","7/3/2015",6000,"6/3/2015 18:01",2279,"failed",101,"GB",3464.85,3560.66,9374.27
"210567",2072988743,"New and Insane Restaurant","Restaurants","Food","USD","10/31/2017",1e+05,"9/4/2017 0:51",25,"failed",1,"US",25,25,1e+05
"4631",1023642397,"Site turns school work into a supercharged social experience","Web","Technology","USD","2/24/2015",93770,"1/5/2015 18:18",5000,"canceled",1,"US",5000,5000,93770
"136411",1692767657,"Clic | The Click to Open Slim Wallet","Product Design","Design","USD","6/2/2017",5000,"5/3/2017 12:55",5214,"successful",208,"US",936,5214,5000
"85705",1435783887,"Help Share The Man Up Shop Shirts With The World","Apparel","Fashion","USD","12/23/2015",5500,"11/23/2015 23:37",25,"failed",1,"US",25,25,5500
"229827",238451060,"Mi wOrld (#LetsGame)!!","Gadgets","Technology","USD","5/28/2017",2000,"3/29/2017 17:54",0,"failed",0,"US",0,0,2000
"97947",149734840,"D.U.C & CO by DUCO","Product Design","Design","CHF","10/19/2017",18888,"9/9/2017 17:57",19422,"successful",25,"CH",8939.31,19792.11,19247.94
"195133",1993609898,"LOVE365  (spread love every day throughout the year)","Sculpture","Art","USD","4/4/2015",30000,"3/17/2015 1:54",0,"failed",0,"US",0,0,30000
"306943",633205006,"Little Nomad™ Beautifully Illustrated Printed Play Mats","Product Design","Design","USD","6/29/2016",68000,"5/25/2016 16:01",104025,"successful",762,"US",104025,104025,68000
"235307",266341761,"i strip for couples - double album","Rock","Music","GBP","8/8/2014",2500,"6/9/2014 22:33",3488,"successful",94,"GB",5860.32,5861.3,4201.05
"209014",2065156078,"Cruel Destino-Amigos Especiales","Animation","Film & Video","MXN","6/29/2017",28000,"6/9/2017 2:53",200,"failed",1,"MX",0,11.09,1552.36
"296496",579380826,"UDOO X86: The Most Powerful Maker Board Ever","Hardware","Technology","USD","6/6/2016",1e+05,"4/13/2016 16:30",800211,"successful",4245,"US",800211,800211,1e+05
"15950",1080703395,"Sins Of The Devil","Film & Video","Film & Video","USD","4/1/2011",2500,"2/28/2011 16:40",0,"failed",0,"US",0,0,2500
"117952",1599358045,"Solidarity South of the Border: A Radical Photodocumentary Project","Photography","Photography","USD","12/2/2010",2500,"10/15/2010 9:06",845,"failed",15,"US",845,845,2500
"252951",356521306,"Prep For Doom","Anthologies","Publishing","USD","5/14/2015",750,"4/23/2015 8:19",1200,"successful",43,"US",1200,1200,750
"374286",977353626,"Two new works of fiction by award-winning author","Fiction","Publishing","USD","12/16/2012",550,"11/16/2012 16:03",0,"failed",0,"US",0,0,550
"323427",717379658,"The Night-Time Monsters","Children's Books","Publishing","USD","8/16/2016",10000,"6/17/2016 17:18",53,"failed",4,"US",51,53,10000
"346833",836821539,"The Tragedy of Mario and Juliet","Plays","Theater","USD","4/18/2016",3000,"2/18/2016 11:13",3255,"successful",24,"US",3255,3255,3000
"296635",580167520,"Constancy: Roa","Video Games","Games","USD","8/19/2013",60000,"7/19/2013 22:00",2197,"failed",42,"US",2197,2197,60000
"113444",1576347118,"Finish the Terrible Spaceship Album: ""Zontar, the Thing from Venus""","Electronic Music","Music","USD","2/20/2010",2000,"1/21/2010 20:50",30,"failed",3,"US",30,30,2000
"141406",1718349285,"House of Cards art installation (for San Juan College)","Public Art","Art","USD","5/28/2012",2500,"4/28/2012 22:07",320,"failed",4,"US",320,320,2500
"16413",1083062753,"Straight White Teeth's latest EP & limited edition ZINE","Indie Rock","Music","USD","10/20/2015",1000,"9/20/2015 19:02",2946,"successful",51,"US",2946,2946,1000
"267981",43353451,"Most Comfortable & Stylish Foldable Ballet Flats","Footwear","Fashion","NZD","8/11/2016",66755,"7/7/2016 13:00",228,"failed",3,"NZ",31.22,164.16,48063.22
"293094",561846590,"The First Five Days of Heartbreak","Television","Film & Video","USD","5/3/2016",2000,"4/13/2016 1:06",3655,"successful",36,"US",3655,3655,2000
"141398",1718318319,"The Gas","Film & Video","Film & Video","GBP","3/30/2015",250,"3/15/2015 0:04",0,"failed",0,"GB",0,0,370.08
"138929",1705709662,"`Franco` The Obnoxious Gay Imaginary Friend","Webseries","Film & Video","USD","8/14/2013",5000,"7/25/2013 17:05",10,"failed",1,"US",10,10,5000
"25329",1128669666,"InstaPower User - Instagram Power User Tool","Technology","Technology","USD","4/30/2013",500,"3/24/2013 23:52",25,"failed",1,"US",25,25,500
"308183",63972654,"BubbleSort Zines 2.0: moar computer science zines!","Academic","Publishing","USD","12/15/2016",10000,"11/15/2016 17:32",51823.2,"successful",574,"US",4181,51823.2,10000
"224794",2145330072,"Walk of Fame","Film & Video","Film & Video","USD","10/18/2013",2e+05,"9/18/2013 13:40",4625.29,"failed",15,"US",4625.29,4625.29,2e+05
"371720",964110307,"Castle Dash - The speedy siege game","Tabletop Games","Games","USD","10/28/2011",3000,"9/28/2011 22:04",5520,"successful",150,"US",5520,5520,3000
"39356",1200216270,"Revisionist History","Music","Music","USD","4/30/2015",2000,"3/11/2015 20:50",2230,"undefined",0,"N,0""",NA,2230,2000
"209542",206787315,"Starchaser Express: Going Where No Man-Child Has Gone Before","Webcomics","Comics","USD","12/17/2015",10000,"11/17/2015 21:04",346,"failed",11,"US",346,346,10000
"59370",1302014784,"Brexit: Manchester's Story","Documentary","Film & Video","GBP","11/27/2016",110,"10/28/2016 23:27",0,"failed",0,"GB",0,0,138.86
"216289",2101936501,"The punching bag accessory that builds focus and fun.","Design","Design","USD","7/7/2015",6500,"5/23/2015 6:13",35,"failed",2,"US",35,35,6500
"303783",61684434,"The Gourmet Canteen","Events","Food","USD","11/20/2015",300,"10/21/2015 16:50",0,"failed",0,"US",0,0,300
"53533",1272457372,"Persian UK","People","Photography","GBP","8/6/2014",700,"7/19/2014 1:04",20,"failed",1,"GB",34.28,33.61,1176.29
"83044",142224319,"The Things Network","Hardware","Technology","EUR","11/20/2015",150000,"10/21/2015 13:44",295331,"successful",934,"NL",334779.01,315649.35,160319.78
"165034",1839938572,"Special Friends With Special Needs (Canceled)","Publishing","Publishing","USD","11/7/2014",11000,"10/8/2014 18:17",105,"canceled",2,"US",105,105,11000
"272199",454941110,"Love Letters from Hogwarts...and from iTunes","Rock","Music","USD","2/15/2011",60,"1/11/2011 6:33",15,"failed",3,"US",15,15,60
"292627",559265306,"Professor Toon - For Greatness","Hip-Hop","Music","USD","8/22/2016",10000,"8/1/2016 21:52",10842,"successful",176,"US",255,10842,10000
"99455",1504887418,"ILLementary Clothing | Real Beginnings","Product Design","Design","USD","3/4/2013",1600,"1/29/2013 1:07",623,"failed",16,"US",623,623,1600
"263610",410520606,"JR Hermann Handmade Shoes","Footwear","Fashion","USD","11/17/2017",14000,"10/3/2017 21:27",5124,"failed",18,"US",1197,5124,14000
"20910",110605081,"bwind, wind your charger as fast as the wind","Product Design","Design","EUR","7/3/2017",39000,"6/3/2017 12:01",384,"canceled",11,"ES",455.47,438.22,44506.83
"326181",731309111,"My Side of the Canal","Photography","Photography","USD","9/13/2011",2000,"8/13/2011 6:52",1025,"failed",26,"US",1025,1025,2000
"77056",1392019040,"Bike Racing Game Where YOU Are The Animated Hero!","Video Games","Games","USD","11/7/2013",500,"10/8/2013 0:03",6,"failed",4,"US",6,6,500
"281062",499814439,"Plant-Based Boot Camp Vegan Cookbook Project","Cookbooks","Food","USD","8/12/2016",1500,"7/8/2016 19:24",2841,"successful",96,"US",695,2841,1500
"116518",1591922698,"D4 PORTABLE PHONE CHARGER","Technology","Technology","USD","12/9/2013",10000,"11/24/2013 13:10",24,"failed",3,"US",24,24,10000
